inventoryId,originKind,currentId,sourceFile,sourcePath,course,topic,topicIndex,block,community,provenance,statement,answer,solution,difficulty,modalities,reviewIndicators,mathFormat,options,correctIndex,accessible,accessibleVia,issues
"fase0-017873","runtime-materialization","madrid-mates-1.18.1|Modelo-Opción A-2017|Dadas A=[[1,-1,1],[1,0,-1],[-1,2,2]], B=[[1,2,m],[2,4,1],[m,2,-1]] y C=[[1,1,-1],[-1,2,1],[1,-2,0]], se pide:","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2017","Dadas A=[[1,-1,1],[1,0,-1],[-1,2,2]], B=[[1,2,m],[2,4,1],[m,2,-1]] y C=[[1,1,-1],[-1,2,1],[1,-2,0]], se pide:","","","sin-determinar","","officialStatus:official","MathML/HTML nativo","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017874","runtime-materialization","madrid-mates-1.15.10|Septiembre-Opción B-2014|Se considera la ecuación matricial [[a,2],[3,7]]B=[[1,1],[1,1]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Septiembre-Opción B-2014","Se considera la ecuación matricial [[a,2],[3,7]]B=[[1,1],[1,1]].","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017875","runtime-materialization","madrid-mates-1.22.8|Julio-Opción B-2021|Construir sistemas lineales que cumplan las condiciones indicadas.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Julio-Opción B-2021","Construir sistemas lineales que cumplan las condiciones indicadas.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017877","runtime-materialization","madrid-mates-1.18.4|Junio-Opción B-2017|Dadas P=[[1,2,1],[3,2,2],[2,3,2]] y J=[[-1,0,0],[0,2,0],[0,0,1]], se pide:","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Opción B-2017","Dadas P=[[1,2,1],[3,2,2],[2,3,2]] y J=[[-1,0,0],[0,2,0],[0,0,1]], se pide:","","","sin-determinar","","officialStatus:official","MathML/HTML nativo","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017878","runtime-materialization","madrid-mates-1.14.8|Junio-Coincidente-Opción B-2013|Se considera A=[[-3,λ+1,0],[3,0,4],[λ,0,1]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Coincidente-Opción B-2013","Se considera A=[[-3,λ+1,0],[3,0,4],[λ,0,1]].","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017879","runtime-materialization","madrid-mates-1.22.4|Junio-Opción B-2021|Se considera el sistema ax-2y+(a-1)z=4, -2x+3y-6z=2, -ax+y-6z=6, dependiente del parámetro real a.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Opción B-2021","Se considera el sistema ax-2y+(a-1)z=4, -2x+3y-6z=2, -ax+y-6z=6, dependiente del parámetro real a.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017880","runtime-materialization","madrid-mates-1.22.6|Junio-Coincidente-Opción B-2021|Una tienda elabora café Gold Cuvée a 7,85 €/kg, Paradiso a 13,3 €/kg y Cremissimo a 24,85 €/kg. Sus porcentajes de grano Arábica son, respectivamente, 90 %, 85 % y 80 %. En un mes utiliza 27,1 kg de Robusta, ingresa 3112,5 euros y vende el doble de Cremissimo que de las otras dos especialidades juntas.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Coincidente-Opción B-2021","Una tienda elabora café Gold Cuvée a 7,85 €/kg, Paradiso a 13,3 €/kg y Cremissimo a 24,85 €/kg. Sus porcentajes de grano Arábica son, respectivamente, 90 %, 85 % y 80 %. En un mes utiliza 27,1 kg de Robusta, ingresa 3112,5 euros y vende el doble de Cremissimo que de las otras dos especialidades juntas.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017881","runtime-materialization","madrid-mates-1.11.7|General-Junio-Opción B-2010|Se sabe que el determinante de la matriz cuyas filas son (1,2,3), (6,0,3) y (α,β,γ) vale 3.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","General-Junio-Opción B-2010","Se sabe que el determinante de la matriz cuyas filas son (1,2,3), (6,0,3) y (α,β,γ) vale 3.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017882","runtime-materialization","madrid-mates-1.12.6|Septiembre-Opción A-2011|Sea M=((sen x,cos x,0),(cos x,−sen x,0),(0,0,1)).","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Septiembre-Opción A-2011","Sea M=((sen x,cos x,0),(cos x,−sen x,0),(0,0,1)).","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017883","runtime-materialization","madrid-mates-1.8.8|Septiembre-Opción A-2007|Se considera el sistema x+2y−3z=3, 2x+3y+z=5.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Septiembre-Opción A-2007","Se considera el sistema x+2y−3z=3, 2x+3y+z=5.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017884","runtime-materialization","madrid-mates-1.20.5|Junio-Opción B-2019|Una aerolínea ha puesto a la venta 12 plazas de clase Preferente a 250 euros, 36 de clase Turista a 150 euros y 72 de clase Económica a 100 euros. Ha vendido el 90% del total de plazas y ha recaudado 13800 euros.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Opción B-2019","Una aerolínea ha puesto a la venta 12 plazas de clase Preferente a 250 euros, 36 de clase Turista a 150 euros y 72 de clase Económica a 100 euros. Ha vendido el 90% del total de plazas y ha recaudado 13800 euros.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017885","runtime-materialization","madrid-mates-1.7.5|Junio-Opción B-2006|Sea M=[[2,1,−a],[2a,1,−1],[2,a,1]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Opción B-2006","Sea M=[[2,1,−a],[2a,1,−1],[2,a,1]].","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017886","runtime-materialization","madrid-mates-1.15.3|Modelo-Opción A-2014|Se sabe que det([[x,y,z],[1,0,1],[2,4,6]])=1.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2014","Se sabe que det([[x,y,z],[1,0,1],[2,4,6]])=1.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017887","runtime-materialization","madrid-mates-1.17.1|Modelo-Opción A-2016|Se considera el sistema x+2y+kz=1, 2x+4y+z=3, kx+2y−z=3.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2016","Se considera el sistema x+2y+kz=1, 2x+4y+z=3, kx+2y−z=3.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017888","runtime-materialization","madrid-mates-1.24.5|Ordinaria-Coincidente-2023|Dada la matriz real A=[[2a,1,1],[a,3,-6],[a+1,1,a]], se pide:","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Ordinaria-Coincidente-2023","Dada la matriz real A=[[2a,1,1],[a,3,-6],[a+1,1,a]], se pide:","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017889","runtime-materialization","madrid-mates-1.13.6|Septiembre-Opción B-2012|Se considera el sistema 3x+2y+(a−1)z=1, −x+ay+z=0, 2x+y−2z=3.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Septiembre-Opción B-2012","Se considera el sistema 3x+2y+(a−1)z=1, −x+ay+z=0, 2x+y−2z=3.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017890","runtime-materialization","madrid-mates-1.16.9|Junio-Coincidente-Opción B-2015|Se consideran dos sistemas de ecuaciones con parámetros.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Coincidente-Opción B-2015","Se consideran dos sistemas de ecuaciones con parámetros.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017891","runtime-materialization","madrid-mates-1.17.3|Modelo-Opción A-2016|Dadas las matrices A=[[1,0,0],[-1,2,3],[0,1,2]], B=[[0,0,1],[0,1,0],[1,0,0]] e I=[[1,0,0],[0,1,0],[0,0,1]], resolver la ecuación matricial AX+3B=B(A^t+3I), donde A^t denota la matriz transpuesta de A.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2016","Dadas las matrices A=[[1,0,0],[-1,2,3],[0,1,2]], B=[[0,0,1],[0,1,0],[1,0,0]] e I=[[1,0,0],[0,1,0],[0,0,1]], resolver la ecuación matricial AX+3B=B(A^t+3I), donde A^t denota la matriz transpuesta de A.","","","sin-determinar","","officialStatus:official","MathML/HTML nativo","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017892","runtime-materialization","madrid-mates-1.16.3|Modelo-Opción A-2015|Se considera el sistema homogéneo mx+y=0, x+my=0, mx+my=0.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2015","Se considera el sistema homogéneo mx+y=0, x+my=0, mx+my=0.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017893","runtime-materialization","madrid-mates-1.3.5|Modelo-Opción B-2002|Se considera la matriz A=[[2,0,a,2],[−1,0,−1,3],[5,a+4,−4,−3]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción B-2002","Se considera la matriz A=[[2,0,a,2],[−1,0,−1,3],[5,a+4,−4,−3]].","","","sin-determinar","","officialStatus:official","MathML/HTML nativo","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017894","runtime-materialization","madrid-mates-1.22.7|Julio-Opción A-2021|Sara, Cristina y Jimena tienen 15000 seguidores en total. Si Jimena perdiera el 25 % aún tendría el triple que Sara. Además, la mitad de los seguidores de Sara más la quinta parte de los de Cristina equivale a la cuarta parte de los de Jimena.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Julio-Opción A-2021","Sara, Cristina y Jimena tienen 15000 seguidores en total. Si Jimena perdiera el 25 % aún tendría el triple que Sara. Además, la mitad de los seguidores de Sara más la quinta parte de los de Cristina equivale a la cuarta parte de los de Jimena.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017895","runtime-materialization","madrid-mates-1.12.3|Modelo-Opción B-2011|Sea A=((2a,−2,a²),(−1,a,−1),(2,1,a)).","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción B-2011","Sea A=((2a,−2,a²),(−1,a,−1),(2,1,a)).","","","sin-determinar","","officialStatus:official","Unicode matemático","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017896","runtime-materialization","madrid-mates-1.11.2|Modelo-Opción A-2010|Se considera el sistema x+ky+z=k+2, kx+y+z=k, x+y+kz=−2(k+1).","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2010","Se considera el sistema x+ky+z=k+2, kx+y+z=k, x+y+kz=−2(k+1).","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017897","runtime-materialization","madrid-mates-1.27.2|Ordinaria-2026|Se considera la matriz A=[[1,λ-2,λ],[0,1,λ-1],[1,0,1]], dependiente del parámetro real λ.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Ordinaria-2026","Se considera la matriz A=[[1,λ-2,λ],[0,1,λ-1],[1,0,1]], dependiente del parámetro real λ.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017898","runtime-materialization","madrid-mates-1.15.5|Septiembre-Opción A-2014|Se considera la matriz A=[[-1,−1,a],[−3,2,a],[0,a,−1]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Septiembre-Opción A-2014","Se considera la matriz A=[[-1,−1,a],[−3,2,a],[0,a,−1]].","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017899","runtime-materialization","madrid-mates-1.26.8|Extraordinaria-2025|En una granja se crían conejos, gallinas y pavos. El coste diario de la comida por animal es de 1,50 euros por conejo, 4 céntimos por gallina y 30 céntimos por pavo, y el coste total diario es de 44 euros. Hay tantas gallinas como cuatro veces el número de pavos más la cuarta parte del número de conejos. Además, el doble del número de gallinas es igual a la suma de conejos y pavos más diez veces el número de conejos. Se consideran las matrices reales A=[[0,1,2],[1,3,a],[a,0,0]] y B=[[1,3,0],[a,1,0],[0,0,1]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Extraordinaria-2025","En una granja se crían conejos, gallinas y pavos. El coste diario de la comida por animal es de 1,50 euros por conejo, 4 céntimos por gallina y 30 céntimos por pavo, y el coste total diario es de 44 euros. Hay tantas gallinas como cuatro veces el número de pavos más la cuarta parte del número de conejos. Además, el doble del número de gallinas es igual a la suma de conejos y pavos más diez veces el número de conejos. Se consideran las matrices reales A=[[0,1,2],[1,3,a],[a,0,0]] y B=[[1,3,0],[a,1,0],[0,0,1]].","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017900","runtime-materialization","madrid-mates-1.1.4|Junio-Opción B-2000|Se considera el sistema ax+y+z=(a−1)(a+2), x+ay+z=(a−1)²(a+2), x+y+az=(a−1)³(a+2).","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Opción B-2000","Se considera el sistema ax+y+z=(a−1)(a+2), x+ay+z=(a−1)²(a+2), x+y+az=(a−1)³(a+2).","","","sin-determinar","","officialStatus:official","Unicode matemático","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017901","runtime-materialization","madrid-mates-1.10.4|Junio-Opción A-2009|Se considera el sistema 4x+4λy+2z=2λ, λx+y−λz=λ, 4λx+4λy+λz=9.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Opción A-2009","Se considera el sistema 4x+4λy+2z=2λ, λx+y−λz=λ, 4λx+4λy+λz=9.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017902","runtime-materialization","madrid-mates-1.17.2|Modelo-Opción A-2016|Dadas las matrices M=[[1,2,0],[2,1,0],[0,0,3]], I=[[1,0,0],[0,1,0],[0,0,1]], X=(x,y,z)^t y O=(0,0,0)^t, se pide:","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2016","Dadas las matrices M=[[1,2,0],[2,1,0],[0,0,3]], I=[[1,0,0],[0,1,0],[0,0,1]], X=(x,y,z)^t y O=(0,0,0)^t, se pide:","","","sin-determinar","","officialStatus:official","MathML/HTML nativo","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017903","runtime-materialization","madrid-mates-1.21.4|Julio-Opción B-2020|Durante 2016 se comercializaron en España doradas, lubinas y rodaballos por 275,8 millones de euros. Se vendieron 13740 toneladas de doradas, 23440 toneladas de lubinas y 7400 toneladas de rodaballos; estos últimos alcanzaron un valor de 63,6 millones de euros. El kilogramo de dorada fue 0,11 euros más caro que el de lubina.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Julio-Opción B-2020","Durante 2016 se comercializaron en España doradas, lubinas y rodaballos por 275,8 millones de euros. Se vendieron 13740 toneladas de doradas, 23440 toneladas de lubinas y 7400 toneladas de rodaballos; estos últimos alcanzaron un valor de 63,6 millones de euros. El kilogramo de dorada fue 0,11 euros más caro que el de lubina.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017904","runtime-materialization","madrid-mates-1.6.1|Modelo-Opción A-2005|Se considera el sistema 2λx+2y+λz=1, x+λy−z=1, 4x+3y+z=2λ.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2005","Se considera el sistema 2λx+2y+λz=1, x+λy−z=1, 4x+3y+z=2λ.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017905","runtime-materialization","madrid-mates-1.24.8|Extraordinaria-Opción B-2023|Se considera el sistema -2x+y+kz=1, kx-y-z=0, -y+(k-1)z=3, dependiente del parámetro real k.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Extraordinaria-Opción B-2023","Se considera el sistema -2x+y+kz=1, kx-y-z=0, -y+(k-1)z=3, dependiente del parámetro real k.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017906","runtime-materialization","madrid-mates-1.23.1|Modelo-Opción A-2022|En una academia de idiomas se imparten clases de inglés, francés y alemán. Cada alumno está matriculado en un único idioma. Los alumnos de inglés representan el 60 % del total. Si diez alumnos de francés se hubiesen matriculado en alemán, ambos idiomas tendrían el mismo número de alumnos. Además, la cuarta parte de los alumnos de inglés excede en ocho al doble de la diferencia entre los alumnos de francés y alemán.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2022","En una academia de idiomas se imparten clases de inglés, francés y alemán. Cada alumno está matriculado en un único idioma. Los alumnos de inglés representan el 60 % del total. Si diez alumnos de francés se hubiesen matriculado en alemán, ambos idiomas tendrían el mismo número de alumnos. Además, la cuarta parte de los alumnos de inglés excede en ocho al doble de la diferencia entre los alumnos de francés y alemán.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017907","runtime-materialization","madrid-mates-1.2.1|Modelo-Opción A-2001|Sean A=[[1+a,1,1,1],[1,1−a,1,1],[1,1,1+b,1],[1,1,1,1−b]] y B=[[-a²,0],[0,−b²]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2001","Sean A=[[1+a,1,1,1],[1,1−a,1,1],[1,1,1+b,1],[1,1,1,1−b]] y B=[[-a²,0],[0,−b²]].","","","sin-determinar","","officialStatus:official","MathML/HTML nativo | Unicode matemático","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017908","runtime-materialization","madrid-mates-1.6.3|Modelo-Opción B-2005|Sea A=[[2,2,−2],[2,2,−2],[2,2,−2]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción B-2005","Sea A=[[2,2,−2],[2,2,−2],[2,2,−2]].","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017909","runtime-materialization","madrid-mates-1.11.10|General-Septiembre-Opción B-2010|Sea A la matriz de tres filas (m−1,1,m,1), (1,m−1,m,1) y (1,1,2,m−1).","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","General-Septiembre-Opción B-2010","Sea A la matriz de tres filas (m−1,1,m,1), (1,m−1,m,1) y (1,1,2,m−1).","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017910","runtime-materialization","madrid-mates-1.21.1|Modelo-Opción A-2020|Se quiere construir un invernadero para el cultivo de semillas con ambiente controlado. El aire debe contener un 78% de nitrógeno, un 21% de oxígeno y un 1% de argón.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Modelo-Opción A-2020","Se quiere construir un invernadero para el cultivo de semillas con ambiente controlado. El aire debe contener un 78% de nitrógeno, un 21% de oxígeno y un 1% de argón.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017911","runtime-materialization","madrid-mates-1.20.6|Junio-Coincidente-Opción B-2019|Sean A=[[1,1,1],[1,0,-2],[1,1,-1]] y B=[[0,0,4],[1,m,2],[m,2,1]]. Se pide:","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Junio-Coincidente-Opción B-2019","Sean A=[[1,1,1],[1,0,-2],[1,1,-1]] y B=[[0,0,4],[1,m,2],[m,2,1]]. Se pide:","","","sin-determinar","","officialStatus:official","MathML/HTML nativo","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017912","runtime-materialization","madrid-mates-1.27.5|Extraordinaria-2026|Sea S el conjunto de matrices reales de la forma [[a,b],[0,a+b]], con a,b∈ℝ.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Extraordinaria-2026","Sea S el conjunto de matrices reales de la forma [[a,b],[0,a+b]], con a,b∈ℝ.","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017913","runtime-materialization","madrid-mates-1.6.8|Septiembre-Opción B-2005|Sean A=[[0,k,t],[0,0,k],[0,0,0]] y B=[[1,k,t],[0,1,k],[0,0,1]].","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Septiembre-Opción B-2005","Sean A=[[0,k,t],[0,0,k],[0,0,0]] y B=[[1,k,t],[0,1,k],[0,0,1]].","","","sin-determinar","","officialStatus:official","texto plano/ASCII","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
"fase0-017914","runtime-materialization","madrid-mates-1.21.7|Septiembre-Opción A-2020|Sea A una matriz 3×4 cuyas dos primeras filas son (1,1,1,1) y (1,2,3,4), sin ningún cero en la tercera fila. En cada apartado se pide proponer y justificar un ejemplo.","runtime-builder","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","2bach-mates","Matrices","0","algebra","Madrid","Septiembre-Opción A-2020","Sea A una matriz 3×4 cuyas dos primeras filas son (1,1,1,1) y (1,2,3,4), sin ningún cero en la tercera fila. En cada apartado se pide proponer y justificar un ejemplo.","","","sin-determinar","","officialStatus:official","MathML/HTML nativo","","","true","2bach-mates/0/MargaritaBachExam.buildTopicQuestions:madrid","sin-respuesta | sin-solucion"
